review,bug_report,improvement_request,rating,others
حبيبي بدخل بنفس الجوال ما راضي بيظهر رساله ان مسجل ع جوال اخر مع انه نفس الجوال آيه السلفه,High,No,No,No
البرنامج جميل جدا جدا بس في مشكله ليش يشتغل على النت اتمنى ان يشتغل بدون نت وشكرا 🌹🌹,No,High,Medium,No
"نتمنى تحديثه و تعديله من جديد
و نتمنى اضافه المخالفين مثل المواقف غلط او قطع الاشارات او التفحيط وووو 
بعده تطبيقكم غبي",No,High,Medium,No
كفاكم نصب على سيرفر الشرق الاوسط,No,No,No,High
رائع ول وقت فها قصير يخلك تلعبها كتير شكرا,No,No,High,No
التحديث الاخير لم يعجبني لانه عندما نقوم بإخفاء الموقع من الاعدادات يظهر عندما ندخل للبث الصوتي اتمنى منكم ان تحلوا هذا المشكل وشكرا Please change this problem my location not hide and this new version is showing our loction in broad please slove this problem,Medium,Medium,No,No
يحتاج تطوير من ناحية الإعادة والتقديم,No,High,No,No
لماذا لايدعم مدرستي؟؟؟؟؟,No,High,No,No
يرجى اضافه جنود جديده كرتون جديد التعديل في الجيش اضافه بحث سريع عن الموارد,No,High,No,No
اللعبه حلوه بس فيها مشكله الشبكه فيها سيئه وانا متأكده,Medium,Medium,Medium,No
لقد حذفت العبة والان اريد تنزيلها ولكن صار 3ايام وماجاي تنزل ارجو الرد,High,No,No,No
جميل جداً واستفدت منه كثير,No,No,High,No
جيد جدا..ويحتاج ان يدمج مع توكلنا لخدمة الجوالات من كثرة البرامج والاستفادة..,No,High,Medium,No
ليش ما تشتغل الكنترول على اللعبة بعد التحديث الجديد؟,High,Low,No,No
اقوى برنامج بصراحه,No,No,High,No
بيض الله وجيهكم وجمل الله حالكم كل القايمن ع هذا البرنامج,No,No,Medium,Low
هناك مشكلة لدي أن التطبيق يوجد لى علامة الشراء و انا لم تشتريها أبدا الرجاء الرد و الحل سريعن,Medium,No,No,Medium
يخرب جمال هالبرنامج الاعلانات خلو تطبيقكم متميز بدون ولا اعلان يطلع بطل قليلة عليه,No,Medium,Medium,No
نتمنى إضافة أحداث ممتعة للربح الموارد,No,High,No,No
خطا داخلي في الخادم هاذ يطلعلي لما ابي ادخل مشكلواجد,High,No,No,No
يعطيهم العافية، لكن بعض الخدمات غير موجودة وهي مهمة جدا، مثل: خدمات الشكاوى في القطاعات الحكومية لايمكن تقييمها! ولو تفعلت لما احتجنا أن نبث شكوانا في وطني. مثلا: الهاتف السياحي يخدم شريحة كبيرة، وآداؤه ضعيف، ولا يوجد تقييم له هنا!,Low,High,Low,No
العبه جميله وانا في باب ٨٠,No,No,High,No
شو سبب الايقاف,Medium,No,No,Medium
اكثر من رائع,No,No,High,No
كيف يمكن حذف ملف السيارة عند حذف ملف السيارة لايعمل البرنامج ارجو الرد رجاءا,Medium,Low,No,Low
"العبة مرا حلوة 

وما فيه شي خايس 

والله احب ماين كرافت العبها من ٢٠١٤",No,No,High,No
الله يعطيكم العافية,No,No,High,Low
التوصيل سريع وممتاز بس العيب عندكم بقي اني المنتاجات مش بتيجي بنفس المواصفات الي علي التطبيق ولما برجعها بتحملوني انا ثمن الشحن مع ان المشكلة من عندكم,No,High,Medium,No
جميله جدا انصحكم تحملوها لكن ! في اعلانات,No,Low,High,No
لا استطيع تسجيل دخولي يوجد مشكله لو سمحتو ارجو حلها للايفون,High,No,No,No
شكرا لكم من القلب اللعبه مررة جميله واحب العب فيها كثير وشكراا,No,No,High,No
تطبيق رائع جدآ ويحتاج اكثر من خمسه نجوم والله إبداع,No,No,High,No
صراحة فخم وفيه خيارات كثيرة لكن لازم جوالك يكون فلاق شيب لان الاجهزة المتوسطة مارح تتحمله عن تجربة يسحب بطارية كثير ولازم المعالج اداءه عالي عشان تستمتع بالايماءات والحركات والنانو يكون ٧ مثلا عشان ما يسحب بطارية بالاضافة الى ان شاحنك يكون شحن سريع لانه صراحة هو العيب الوحيد في نوفا لانشر الزبدة احس كلامي كثير يلا سلام .,Medium,Low,Medium,Medium
التطبيق معلق ولا يعمل بالشكل المطلوب حيث لايسمح لي بتسجيل الدخول للتطبيق,High,No,No,No
عبرت الشط على مودك خليتك على راسي,No,No,No,High
الله يديم الأمن والأمان .. اللهم وفق ولينا و ولآت آمورنا للبر والتقوى وارزقهم الباطنة الصالحه لما تحب وترضى,No,No,No,High
"بطئ
يعلق فجأه
رسوم الإشتراك بالتحميل عاليييه ومبالغ بها جدااا",High,Low,Medium,No
البرنامج يظهر رسالة خطأ عند اضافة الموقع من الخارطة,High,No,No,No
اللعبة جميلة جدا بس في فيها حاجة ان حركاتها مش سريعة انما اللعبة تجنن انصحكوا تجربوها وانا اديها 4 من عشرة من وجهة نظري عشان الحركات بتتعمل بعد ما انت بتعملها وكمان الأفظع هي الأعلانات 😥 لكن اللعبة جميلة فالأخر.,Medium,Low,Medium,No
تشتغل الماينكرافت ما تشتغل,Medium,No,No,Low
"تطبيق سهل وممتاز وتأخذ التصريح في ثواني 
اشكر حكومتنا الرشيدة على تسهيل حياتنا قبل واثناء الجائحة  
فجزاهم الله خير",No,No,High,No
مسليه و حرام,No,No,Medium,Medium
لحد يشتري مافي اي مصداقيه في الدفع يسحبون فلوسك ويسحبو عليك,High,No,Low,Medium
لااستطيع ان اظغط حجز موعد للازم فاشل,High,No,Low,No
احلی واروع تطبيق اشوفه في حياتي,No,No,High,No
هو جدا حلو ولكن مايطلع الصوت الا اذا كنت داخل البرنامج,Low,Medium,Medium,No
موقع الصيدلية باللوكيشن للادويه المقيده للمريض الي يصرف شهريا ضروري لصحته النفسيه وشكرا,No,Medium,No,Low
مشكله في أخر تحديث ، لا تبدا اللعبه وتعلق على شاشة البدايه,High,No,No,No
لقد عادت اللعبة رائعة كما كانت في السابق وفتحها سهل نتمنى ان يستمر هذا الوضع ديمن,No,No,High,No
التطبي عندي ما ينزل ليش الرجاء الرد بسرعة,High,No,No,No
بصراحة البرنامج بطل حتى مع اعلامات الفانتوم وغيره,No,No,High,No
يجنن حلو وانا تطفلي وانا تسلم عليه و بس,No,No,High,Low
التطبيق لا يعمل ولا يستقبل رسائل .. تطبيق زي الزفت,High,No,High,No
غزال العبد الله يرحمه ويسكنه فسيح جناته,No,No,No,High
روعة و جميل جداً و عملي,No,No,High,No
بي العكس انصح الكل يحملو التتطبيق مراا يجنن الصراحه انا طلبها امس واليوم الي بعده جاء يعني والله انواء يستاهل نجووم100% والسعر مرااا مناسب يعني اﻻسعار حلوه مرااا,No,No,High,No
"برنامج فاشل وكلها كذب في كذب وانصح الجميع عدم الاشتراك في حسابهم برنامج سيئ للغاية يوهموك اذا دفعت مبلغ نزيد لك من اعجابات كذابين ونصابين 
من الان الجميع حذف حسابهم",Medium,No,High,No
صايره تعلق كثيرررر وتطلع من للعبه كل قيم,High,No,No,No
ابرامج ضعيف في فتحه ممكن تسرع وحل المشاكل,Medium,Medium,Low,No
"التحديث الاخير سيئ
اذا سويت مشاركة الشاشه عشان اشارك الطلاب صورة الكتاب يعلق 
التحديث اللي قبله ممتاز ومايعلق",High,No,Medium,No
كود على الجوال تبن,No,No,High,No
"السلام عليكم للآسف نري أن هذا البرنامج يركز في الجوانب المادية {المالية} و 
الإباحية أكثر تركيزا من جوانب تعلم اللغات الاجنبية و لا تتوفر أي باقات 
تعليمية داخل التطبيق ويعتبر التطبيق بالعلوم بل يختبرك وأريد حظر بعض الصور 
الإباحية التي لا يرضيني والتحريض الله وأقول كفاكم هذا اتقوا الله فأنتم قوم 
قاسية قلوبكم",No,Medium,High,Low
السلام عليكم ورحمة الله وبركاته ... يلى تتذمرون وتزعلون على الخصم من حساب المواطن ...اول شئ ليس لنا حق في حساب المواطن من عند الدوله اعطوني دوله تعطي مواطنيها حساب مواطن وحافز وغيرها إلى بيزعل ولا بيعترض يعترض ويزعل على شي من حقه من عرق جبينه راتب من عمله ليس لنا حق في حساب المواطن حتى ولو الغي حقهم واخذوه وجزاهم الله كل خير ...وانا مواطن مثلكم وانخصم منى لاكن الباقي يشكرون عليه,No,No,No,High
نتمنى اضافة مزيد من القنوات,No,High,No,No
"شكراً على البرنامج الرائع 

بس لو انه برقم السجل مو برقم الحساب",No,High,Medium,No
الاسعار في التوصيل مرتفعة,No,Medium,Medium,No
مشكلته بيعمل توقف للاميل والسبب كثره الابلاغات وانا مش بفتحه اصلا,High,No,No,No
